,user,movie,rating
134,215.0,657.0,3.0
135,249.0,139.0,3.0
136,58.0,22.0,5.0
137,285.0,378.0,5.0
138,243.0,814.0,4.0
139,6.0,478.0,4.0
140,173.0,367.0,1.0
141,86.0,273.0,4.0
142,193.0,1210.0,2.0
143,81.0,1133.0,2.0
144,12.0,835.0,2.0
145,12.0,271.0,4.0
146,243.0,755.0,2.0
147,304.0,426.0,5.0
148,94.0,786.0,2.0
149,42.0,13.0,2.0
150,298.0,954.0,4.0
151,56.0,418.0,3.0
152,83.0,404.0,3.0
153,268.0,503.0,4.0
154,298.0,110.0,3.0
155,193.0,465.0,4.0
156,159.0,134.0,4.0
157,98.0,267.0,3.0
158,9.0,485.0,4.0
159,258.0,116.0,4.0
160,84.0,426.0,3.0
161,302.0,918.0,4.0
162,212.0,272.0,5.0
163,120.0,513.0,3.0
164,89.0,97.0,5.0
165,48.0,558.0,2.0
166,41.0,793.0,3.0
167,154.0,322.0,2.0
168,67.0,116.0,4.0
169,171.0,176.0,4.0
170,18.0,3.0,4.0
171,267.0,230.0,4.0
172,4.0,1.0,3.0
173,304.0,116.0,2.0
174,43.0,293.0,4.0
175,42.0,136.0,4.0
176,278.0,1335.0,1.0
177,79.0,465.0,5.0
178,253.0,163.0,4.0
179,297.0,280.0,3.0
180,278.0,1239.0,1.0
181,65.0,297.0,4.0
182,17.0,442.0,3.0
183,267.0,1034.0,2.0
184,98.0,78.0,4.0
185,12.0,97.0,4.0
186,25.0,257.0,3.0
187,6.0,454.0,4.0
188,221.0,754.0,4.0
189,199.0,672.0,5.0
190,118.0,327.0,4.0
191,212.0,171.0,5.0
192,275.0,321.0,3.0
193,93.0,1216.0,3.0
194,129.0,378.0,4.0
195,37.0,327.0,4.0
196,159.0,718.0,3.0
197,292.0,1266.0,3.0
198,25.0,929.0,2.0
199,129.0,215.0,4.0
200,91.0,1078.0,3.0
201,255.0,451.0,4.0
202,0.0,60.0,4.0
203,71.0,47.0,4.0
204,55.0,754.0,3.0
205,12.0,359.0,4.0
206,14.0,404.0,2.0
207,91.0,76.0,3.0
208,206.0,475.0,2.0
209,291.0,173.0,5.0
210,231.0,482.0,5.0
211,250.0,747.0,2.0
212,223.0,25.0,3.0
213,180.0,219.0,4.0
214,258.0,254.0,4.0
215,304.0,470.0,4.0
216,51.0,279.0,3.0
217,160.0,201.0,5.0
218,147.0,407.0,5.0
219,124.0,234.0,2.0
220,96.0,227.0,5.0
221,57.0,1097.0,4.0
222,82.0,233.0,4.0
223,89.0,346.0,4.0
224,271.0,177.0,5.0
225,193.0,180.0,3.0
226,124.0,477.0,4.0
227,109.0,687.0,1.0
228,298.0,13.0,4.0
229,150.0,9.0,5.0
230,268.0,126.0,4.0
231,5.0,13.0,5.0
232,53.0,105.0,3.0
233,302.0,68.0,5.0
234,15.0,943.0,1.0
235,300.0,789.0,4.0
236,275.0,1090.0,3.0
237,304.0,213.0,2.0
238,193.0,1027.0,2.0
239,90.0,322.0,2.0
240,86.0,553.0,4.0
241,293.0,108.0,4.0
242,285.0,170.0,4.0
243,199.0,317.0,5.0
244,228.0,327.0,1.0
245,177.0,567.0,4.0
246,302.0,841.0,2.0
247,61.0,64.0,4.0
248,206.0,590.0,3.0
249,91.0,171.0,4.0
250,300.0,400.0,4.0
251,35.0,338.0,5.0
252,69.0,745.0,3.0
253,62.0,241.0,3.0
254,27.0,200.0,3.0
255,278.0,67.0,4.0
256,249.0,6.0,4.0
257,13.0,97.0,3.0
258,298.0,1017.0,3.0
259,193.0,53.0,3.0
260,302.0,814.0,3.0
261,118.0,236.0,5.0
262,294.0,217.0,5.0
263,267.0,929.0,2.0
264,267.0,1.0,2.0
265,65.0,257.0,4.0
266,232.0,201.0,5.0
267,82.0,622.0,4.0
268,213.0,333.0,3.0
269,191.0,475.0,2.0
270,99.0,343.0,4.0
271,267.0,144.0,1.0
272,300.0,55.0,4.0
273,306.0,88.0,5.0
274,233.0,140.0,3.0
275,82.0,575.0,4.0
276,180.0,263.0,2.0
277,296.0,132.0,4.0
278,37.0,152.0,5.0
279,6.0,381.0,4.0
280,263.0,812.0,4.0
281,180.0,871.0,1.0
282,200.0,145.0,1.0
283,84.0,506.0,4.0
284,268.0,366.0,3.0
285,58.0,467.0,3.0
286,285.0,142.0,4.0
287,192.0,95.0,1.0
288,112.0,594.0,5.0
289,291.0,10.0,5.0
290,129.0,1013.0,3.0
291,274.0,97.0,4.0
292,188.0,519.0,5.0
293,218.0,81.0,1.0
294,217.0,208.0,5.0
295,122.0,426.0,3.0
296,118.0,221.0,5.0
297,157.0,176.0,4.0
298,221.0,117.0,4.0
299,301.0,321.0,2.0
300,278.0,500.0,3.0
301,300.0,78.0,5.0
302,180.0,2.0,2.0
303,200.0,694.0,1.0
304,12.0,197.0,3.0
305,0.0,188.0,3.0
306,144.0,236.0,5.0
307,22.0,384.0,4.0
308,200.0,766.0,4.0
309,295.0,704.0,5.0
310,41.0,545.0,3.0
311,32.0,871.0,3.0
312,300.0,553.0,3.0
313,15.0,63.0,5.0
314,94.0,134.0,3.0
315,153.0,356.0,4.0
316,76.0,483.0,5.0
317,295.0,507.0,5.0
318,301.0,302.0,2.0
319,243.0,672.0,3.0
320,221.0,76.0,4.0
321,12.0,214.0,5.0
322,15.0,704.0,5.0
323,269.0,451.0,4.0
324,144.0,14.0,2.0
325,186.0,63.0,5.0
326,199.0,303.0,5.0
327,169.0,748.0,5.0
328,100.0,828.0,3.0
329,183.0,217.0,3.0
330,127.0,203.0,4.0
331,180.0,1294.0,1.0
332,183.0,152.0,3.0
333,0.0,32.0,4.0
334,0.0,159.0,4.0
335,183.0,320.0,5.0
336,53.0,594.0,3.0
337,93.0,342.0,4.0
338,127.0,507.0,4.0
339,22.0,322.0,2.0
340,300.0,226.0,3.0
341,300.0,190.0,3.0
342,111.0,902.0,1.0
343,81.0,182.0,3.0
344,221.0,723.0,3.0
345,217.0,429.0,3.0
346,307.0,1196.0,4.0
347,302.0,133.0,5.0
348,132.0,750.0,3.0
349,214.0,211.0,2.0
350,68.0,255.0,5.0
351,253.0,661.0,4.0
352,275.0,1.0,4.0
353,103.0,983.0,1.0
354,62.0,1066.0,3.0
355,266.0,409.0,4.0
356,12.0,55.0,5.0
357,239.0,878.0,3.0
358,285.0,236.0,2.0
359,293.0,270.0,5.0
360,89.0,1085.0,4.0
361,17.0,25.0,4.0
362,91.0,228.0,3.0
363,307.0,648.0,4.0
364,143.0,88.0,3.0
365,190.0,301.0,4.0
366,58.0,950.0,3.0
367,199.0,95.0,5.0
368,15.0,196.0,5.0
369,60.0,677.0,3.0
370,270.0,198.0,4.0
371,270.0,708.0,3.0
372,141.0,168.0,5.0
373,274.0,596.0,3.0
374,221.0,150.0,3.0
375,86.0,39.0,3.0
376,206.0,257.0,4.0
377,271.0,1392.0,2.0
378,176.0,332.0,4.0
379,206.0,1114.0,2.0
380,298.0,576.0,3.0
381,270.0,377.0,4.0
382,304.0,424.0,4.0
383,48.0,958.0,2.0
384,93.0,1223.0,3.0
385,129.0,1016.0,3.0
386,9.0,174.0,3.0
387,202.0,320.0,3.0
388,190.0,285.0,4.0
389,42.0,322.0,3.0
390,20.0,557.0,5.0
391,196.0,95.0,5.0
392,12.0,343.0,2.0
393,193.0,65.0,3.0
394,233.0,205.0,4.0
395,307.0,401.0,4.0
396,307.0,639.0,4.0
397,268.0,521.0,5.0
398,93.0,264.0,4.0
399,267.0,61.0,3.0
400,271.0,11.0,5.0
401,120.0,290.0,3.0
402,295.0,19.0,5.0
403,133.0,285.0,3.0
404,179.0,461.0,5.0
405,233.0,611.0,3.0
406,103.0,116.0,2.0
407,37.0,757.0,1.0
408,268.0,844.0,1.0
409,6.0,162.0,4.0
410,233.0,1450.0,3.0
411,274.0,404.0,2.0
412,51.0,249.0,3.0
413,101.0,822.0,3.0
414,12.0,185.0,4.0
415,177.0,730.0,4.0
416,235.0,70.0,3.0
417,255.0,780.0,5.0
418,262.0,175.0,5.0
419,243.0,185.0,3.0
420,278.0,1180.0,4.0
421,42.0,814.0,4.0
422,82.0,77.0,2.0
423,150.0,196.0,5.0
424,253.0,435.0,2.0
425,108.0,630.0,3.0
426,296.0,715.0,3.0
427,248.0,187.0,4.0
428,143.0,698.0,4.0
429,300.0,603.0,4.0
430,63.0,391.0,3.0
431,91.0,500.0,2.0
432,221.0,96.0,4.0
433,267.0,435.0,3.0
434,292.0,134.0,5.0
435,212.0,172.0,5.0
436,159.0,459.0,2.0
437,12.0,497.0,4.0
438,58.0,714.0,5.0
439,4.0,16.0,4.0
440,124.0,162.0,5.0
441,173.0,314.0,5.0
442,113.0,504.0,3.0
443,212.0,514.0,4.0
444,22.0,195.0,2.0
445,127.0,14.0,4.0
446,238.0,55.0,4.0
447,180.0,278.0,1.0
448,290.0,79.0,4.0
449,249.0,237.0,4.0
450,200.0,648.0,3.0
451,59.0,59.0,5.0
452,180.0,324.0,2.0
453,118.0,406.0,3.0
454,286.0,0.0,5.0
455,215.0,227.0,3.0
456,215.0,530.0,4.0
457,202.0,470.0,4.0
458,91.0,586.0,3.0
459,12.0,891.0,3.0
460,212.0,175.0,4.0
461,285.0,287.0,5.0
462,116.0,1046.0,2.0
463,98.0,110.0,1.0
464,10.0,557.0,3.0
465,64.0,46.0,2.0
466,294.0,193.0,4.0
467,268.0,216.0,2.0
468,84.0,258.0,2.0
469,249.0,595.0,5.0
470,136.0,143.0,5.0
471,200.0,959.0,2.0
472,256.0,136.0,4.0
473,110.0,327.0,4.0
474,90.0,479.0,4.0
475,214.0,210.0,4.0
476,180.0,937.0,1.0
477,188.0,1059.0,5.0
478,0.0,19.0,4.0
479,302.0,403.0,4.0
480,298.0,304.0,3.0
481,186.0,209.0,4.0
482,221.0,277.0,2.0
483,213.0,567.0,4.0
484,292.0,769.0,3.0
485,284.0,190.0,4.0
486,302.0,251.0,3.0
487,95.0,155.0,4.0
488,71.0,1109.0,3.0
489,114.0,1066.0,4.0
490,6.0,429.0,3.0
491,115.0,349.0,3.0
492,72.0,479.0,4.0
493,268.0,245.0,5.0
494,262.0,418.0,5.0
495,69.0,430.0,3.0
496,220.0,474.0,4.0
497,71.0,181.0,5.0
498,24.0,356.0,4.0
499,289.0,49.0,5.0
500,188.0,525.0,4.0
501,298.0,302.0,3.0
502,263.0,293.0,3.0
503,199.0,364.0,5.0
504,186.0,134.0,4.0
505,183.0,186.0,4.0
506,62.0,288.0,2.0
507,12.0,228.0,4.0
508,297.0,485.0,3.0
509,234.0,184.0,4.0
510,61.0,711.0,4.0
511,245.0,93.0,2.0
512,53.0,741.0,5.0
513,62.0,761.0,3.0
514,10.0,731.0,3.0
515,91.0,167.0,4.0
516,7.0,549.0,3.0
517,306.0,173.0,4.0
518,302.0,199.0,4.0
519,255.0,848.0,2.0
520,71.0,53.0,3.0
521,163.0,405.0,2.0
522,116.0,149.0,4.0
523,223.0,76.0,4.0
524,192.0,868.0,3.0
525,93.0,183.0,2.0
526,280.0,337.0,2.0
527,129.0,108.0,3.0
528,127.0,370.0,1.0
529,93.0,719.0,1.0
530,181.0,844.0,3.0
531,128.0,872.0,1.0
532,253.0,228.0,4.0
533,63.0,380.0,4.0
534,150.0,175.0,2.0
535,44.0,24.0,4.0
536,192.0,878.0,3.0
537,275.0,921.0,4.0
538,275.0,56.0,3.0
539,233.0,186.0,4.0
540,180.0,305.0,1.0
541,20.0,369.0,1.0
542,292.0,248.0,3.0
543,263.0,720.0,5.0
544,9.0,610.0,5.0
545,196.0,345.0,3.0
546,275.0,141.0,3.0
547,307.0,426.0,4.0
548,220.0,942.0,4.0
549,130.0,125.0,4.0
550,267.0,823.0,2.0
551,108.0,7.0,3.0
552,197.0,57.0,3.0
553,229.0,679.0,4.0
554,180.0,740.0,1.0
555,191.0,1060.0,4.0
556,233.0,447.0,3.0
557,89.0,899.0,4.0
558,192.0,940.0,4.0
559,127.0,602.0,5.0
560,125.0,904.0,2.0
561,243.0,264.0,4.0
562,89.0,288.0,3.0
563,156.0,24.0,3.0
564,304.0,70.0,3.0
565,118.0,381.0,5.0
566,20.0,221.0,2.0
567,230.0,180.0,4.0
568,279.0,507.0,3.0
569,287.0,131.0,3.0
570,278.0,1496.0,2.0
571,300.0,32.0,4.0
572,71.0,698.0,3.0
573,89.0,258.0,2.0
574,307.0,54.0,3.0
575,58.0,741.0,3.0
576,93.0,743.0,4.0
577,129.0,641.0,4.0
578,25.0,1014.0,3.0
579,55.0,120.0,5.0
580,81.0,507.0,2.0
581,61.0,11.0,4.0
582,275.0,39.0,3.0
583,180.0,1014.0,1.0
584,151.0,300.0,3.0
585,177.0,844.0,4.0
586,216.0,596.0,4.0
587,78.0,302.0,4.0
588,137.0,483.0,4.0
589,307.0,80.0,5.0
590,74.0,283.0,2.0
591,268.0,197.0,4.0
592,306.0,93.0,3.0
593,221.0,780.0,3.0
594,120.0,739.0,3.0
595,268.0,21.0,1.0
596,12.0,863.0,4.0
597,229.0,741.0,5.0
598,268.0,506.0,4.0
599,238.0,1098.0,5.0
600,244.0,1027.0,5.0
601,55.0,545.0,3.0
602,294.0,960.0,5.0
603,270.0,1027.0,2.0
604,221.0,811.0,2.0
605,68.0,239.0,3.0
606,9.0,6.0,4.0
607,21.0,375.0,3.0
608,293.0,930.0,3.0
609,81.0,716.0,1.0
610,278.0,398.0,4.0
611,268.0,233.0,1.0
612,5.0,97.0,5.0
613,242.0,1038.0,4.0
614,297.0,180.0,4.0
615,281.0,324.0,1.0
616,77.0,322.0,1.0
617,117.0,199.0,5.0
618,282.0,1113.0,5.0
619,170.0,291.0,4.0
620,69.0,216.0,4.0
621,9.0,99.0,5.0
622,244.0,180.0,4.0
623,106.0,332.0,3.0
624,245.0,560.0,1.0
625,12.0,900.0,1.0
626,275.0,69.0,4.0
627,243.0,16.0,2.0
628,188.0,55.0,5.0
629,225.0,241.0,5.0
630,61.0,1015.0,4.0
631,275.0,416.0,4.0
632,213.0,477.0,4.0
633,305.0,234.0,4.0
634,221.0,25.0,3.0
635,279.0,630.0,5.0
636,59.0,429.0,5.0
637,55.0,70.0,4.0
638,41.0,273.0,5.0
639,0.0,201.0,5.0
640,12.0,808.0,4.0
641,172.0,288.0,4.0
642,14.0,748.0,1.0
643,184.0,22.0,4.0
644,279.0,539.0,3.0
645,243.0,380.0,4.0
646,149.0,292.0,4.0
647,6.0,496.0,4.0
648,177.0,316.0,4.0
649,177.0,741.0,3.0
650,94.0,1216.0,3.0
651,233.0,1461.0,3.0
652,96.0,221.0,5.0
653,108.0,126.0,2.0
654,116.0,267.0,5.0
655,268.0,704.0,2.0
656,129.0,1245.0,3.0
657,263.0,654.0,4.0
658,206.0,12.0,3.0
659,41.0,587.0,5.0
660,245.0,408.0,2.0
661,86.0,366.0,4.0
662,100.0,303.0,3.0
663,255.0,126.0,4.0
664,91.0,793.0,3.0
665,180.0,761.0,2.0
666,212.0,234.0,1.0
667,91.0,738.0,2.0
668,291.0,660.0,5.0
669,245.0,664.0,4.0
670,273.0,844.0,5.0
671,187.0,691.0,5.0
672,17.0,85.0,4.0
673,4.0,438.0,1.0
674,235.0,631.0,3.0
675,192.0,406.0,4.0
676,143.0,708.0,4.0
677,89.0,1197.0,5.0
678,47.0,608.0,4.0
679,4.0,224.0,2.0
680,21.0,127.0,5.0
681,310.0,431.0,4.0
682,7.0,21.0,5.0
683,275.0,187.0,4.0
684,221.0,172.0,5.0
685,71.0,865.0,4.0
686,298.0,133.0,4.0
687,0.0,170.0,5.0
688,307.0,294.0,3.0
689,164.0,215.0,4.0
690,221.0,48.0,3.0
691,180.0,120.0,4.0
692,199.0,10.0,5.0
693,233.0,625.0,4.0
694,243.0,706.0,4.0
695,89.0,24.0,5.0
696,207.0,215.0,5.0
697,262.0,95.0,4.0
698,133.0,322.0,4.0
699,278.0,585.0,4.0
700,1.0,291.0,4.0
701,287.0,592.0,2.0
702,48.0,301.0,4.0
703,285.0,152.0,5.0
704,204.0,303.0,3.0
705,21.0,79.0,4.0
706,233.0,317.0,4.0
707,222.0,327.0,3.0
708,14.0,24.0,3.0
709,267.0,146.0,4.0
710,93.0,1219.0,3.0
711,273.0,404.0,4.0
712,6.0,491.0,5.0
713,267.0,216.0,2.0
714,15.0,54.0,5.0
715,163.0,619.0,3.0
716,289.0,160.0,4.0
717,91.0,514.0,4.0
718,238.0,1069.0,5.0
719,55.0,448.0,5.0
720,247.0,233.0,4.0
721,233.0,9.0,3.0
722,279.0,1048.0,2.0
723,307.0,186.0,5.0
724,275.0,63.0,5.0
725,191.0,947.0,3.0
726,121.0,508.0,4.0
727,84.0,587.0,3.0
728,261.0,930.0,2.0
729,200.0,271.0,3.0
730,180.0,869.0,2.0
731,294.0,738.0,4.0
732,262.0,567.0,4.0
733,294.0,38.0,4.0
734,200.0,1099.0,4.0
735,92.0,819.0,3.0
736,158.0,1027.0,5.0
737,157.0,664.0,2.0
738,292.0,422.0,3.0
739,81.0,596.0,3.0
740,275.0,180.0,5.0
741,12.0,822.0,5.0
742,216.0,1.0,3.0
743,82.0,659.0,4.0
744,188.0,19.0,5.0
745,221.0,795.0,4.0
746,145.0,1021.0,5.0
747,266.0,120.0,3.0
748,125.0,293.0,3.0
749,180.0,1059.0,1.0
750,124.0,79.0,4.0
751,42.0,119.0,4.0
752,12.0,779.0,1.0
753,252.0,258.0,2.0
754,41.0,43.0,3.0
755,76.0,517.0,4.0
756,290.0,685.0,5.0
757,267.0,20.0,3.0
758,261.0,27.0,3.0
759,233.0,80.0,3.0
760,28.0,244.0,3.0
761,235.0,56.0,5.0
762,157.0,728.0,3.0
763,155.0,660.0,4.0
764,231.0,51.0,5.0
765,167.0,865.0,5.0
766,36.0,287.0,4.0
767,140.0,244.0,3.0
768,234.0,229.0,4.0
769,101.0,69.0,3.0
770,76.0,171.0,3.0
771,89.0,505.0,5.0
772,185.0,565.0,5.0
773,43.0,659.0,5.0
774,117.0,773.0,5.0
775,6.0,660.0,5.0
776,48.0,1002.0,2.0
777,61.0,67.0,1.0
778,41.0,1027.0,4.0
779,177.0,432.0,4.0
780,84.0,50.0,2.0
781,76.0,473.0,5.0
782,57.0,1098.0,2.0
783,55.0,1046.0,4.0
784,196.0,687.0,1.0
785,285.0,98.0,4.0
786,89.0,257.0,3.0
787,180.0,1287.0,1.0
788,294.0,189.0,4.0
789,223.0,68.0,4.0
790,271.0,316.0,4.0
791,220.0,1009.0,3.0
792,65.0,876.0,1.0
793,206.0,317.0,5.0
794,233.0,486.0,3.0
795,6.0,647.0,5.0
796,86.0,81.0,5.0
797,194.0,1051.0,1.0
798,43.0,448.0,5.0
799,305.0,286.0,4.0
800,193.0,171.0,3.0
801,93.0,61.0,3.0
802,166.0,658.0,4.0
803,107.0,99.0,4.0
804,229.0,303.0,5.0
805,180.0,926.0,1.0
806,53.0,301.0,4.0
807,89.0,21.0,4.0
808,180.0,695.0,2.0
809,285.0,356.0,4.0
810,13.0,268.0,4.0
811,310.0,178.0,2.0
812,91.0,120.0,5.0
813,20.0,439.0,1.0
814,243.0,549.0,1.0
815,180.0,404.0,4.0
816,64.0,805.0,4.0
817,36.0,539.0,2.0
818,43.0,442.0,5.0
819,243.0,182.0,4.0
820,0.0,264.0,4.0
821,269.0,24.0,5.0
822,298.0,386.0,2.0
823,93.0,571.0,3.0
824,285.0,745.0,4.0
825,238.0,271.0,5.0
826,215.0,54.0,5.0
827,253.0,120.0,3.0
828,61.0,664.0,2.0
829,177.0,384.0,4.0
830,193.0,22.0,4.0
831,267.0,954.0,3.0
832,187.0,142.0,5.0
833,275.0,293.0,4.0
834,157.0,1097.0,4.0
835,206.0,844.0,3.0
836,160.0,47.0,1.0
837,304.0,653.0,4.0
838,46.0,323.0,3.0
839,63.0,735.0,4.0
840,190.0,750.0,3.0
841,6.0,377.0,5.0
842,58.0,91.0,5.0
843,68.0,267.0,5.0
844,9.0,460.0,3.0
845,20.0,128.0,4.0
846,57.0,8.0,4.0
847,193.0,151.0,3.0
848,6.0,199.0,5.0
849,112.0,125.0,5.0
850,172.0,327.0,5.0
851,94.0,232.0,4.0
852,15.0,193.0,5.0
853,58.0,322.0,4.0
854,310.0,653.0,3.0
855,291.0,588.0,4.0
856,42.0,202.0,4.0
857,78.0,49.0,4.0
858,234.0,69.0,5.0
859,124.0,189.0,5.0
860,283.0,321.0,3.0
861,302.0,160.0,5.0
862,253.0,377.0,3.0
863,254.0,1033.0,1.0
864,103.0,300.0,2.0
865,89.0,922.0,5.0
866,5.0,462.0,4.0
867,278.0,121.0,1.0
868,285.0,297.0,4.0
869,221.0,447.0,3.0
870,296.0,56.0,5.0
871,41.0,624.0,3.0
872,129.0,1216.0,4.0
873,253.0,356.0,3.0
874,108.0,474.0,1.0
875,229.0,1443.0,2.0
876,243.0,309.0,3.0
877,5.0,300.0,2.0
878,35.0,747.0,4.0
879,255.0,442.0,3.0
880,101.0,514.0,1.0
881,103.0,284.0,4.0
882,20.0,446.0,5.0
883,110.0,300.0,4.0
884,17.0,407.0,5.0
885,24.0,221.0,4.0
886,109.0,943.0,3.0
887,269.0,97.0,5.0
888,67.0,236.0,5.0
889,82.0,214.0,4.0
890,5.0,257.0,2.0
891,88.0,215.0,5.0
892,127.0,316.0,4.0
893,304.0,511.0,4.0
894,183.0,411.0,2.0
895,285.0,174.0,5.0
896,278.0,1427.0,3.0
897,255.0,85.0,5.0
898,220.0,47.0,5.0
899,139.0,331.0,3.0
900,189.0,976.0,2.0
901,10.0,226.0,3.0
902,200.0,202.0,5.0
903,149.0,180.0,5.0
904,125.0,244.0,3.0
905,19.0,207.0,2.0
906,143.0,741.0,4.0
907,180.0,929.0,1.0
908,108.0,565.0,4.0
909,84.0,1064.0,3.0
910,212.0,132.0,3.0
911,221.0,378.0,1.0
912,222.0,10.0,3.0
913,214.0,420.0,4.0
914,217.0,207.0,3.0
915,173.0,936.0,5.0
916,274.0,185.0,3.0
917,67.0,741.0,1.0
918,267.0,582.0,4.0
919,159.0,461.0,4.0
920,194.0,272.0,4.0
921,223.0,177.0,4.0
922,4.0,109.0,1.0
923,98.0,1015.0,5.0
924,1.0,250.0,5.0
925,291.0,8.0,4.0
926,71.0,567.0,4.0
927,84.0,227.0,3.0
928,82.0,280.0,5.0
929,91.0,830.0,2.0
930,6.0,542.0,3.0
931,86.0,400.0,2.0
932,286.0,925.0,4.0
933,0.0,154.0,2.0
934,233.0,631.0,2.0
935,221.0,52.0,5.0
936,23.0,63.0,5.0
937,6.0,553.0,3.0
938,81.0,55.0,3.0
939,160.0,317.0,3.0
940,195.0,392.0,4.0
941,55.0,90.0,4.0
942,81.0,476.0,3.0
943,6.0,471.0,2.0
944,255.0,760.0,4.0
945,225.0,55.0,4.0
946,278.0,740.0,5.0
947,307.0,1285.0,3.0
948,15.0,7.0,5.0
949,179.0,201.0,3.0
950,202.0,92.0,4.0
951,144.0,55.0,5.0
952,287.0,304.0,4.0
953,83.0,741.0,3.0
954,43.0,643.0,3.0
955,16.0,12.0,3.0
956,312.0,116.0,4.0
957,147.0,0.0,4.0
958,196.0,346.0,4.0
959,20.0,163.0,5.0
960,278.0,981.0,3.0
961,238.0,490.0,5.0
962,184.0,286.0,5.0
963,296.0,88.0,4.0
964,302.0,67.0,4.0
965,185.0,249.0,1.0
966,72.0,205.0,3.0
967,103.0,755.0,2.0
968,93.0,215.0,3.0
969,238.0,193.0,5.0
970,196.0,510.0,5.0
971,279.0,0.0,4.0
972,0.0,116.0,3.0
973,223.0,582.0,1.0
974,302.0,396.0,1.0
975,59.0,161.0,4.0
976,197.0,257.0,4.0
977,238.0,512.0,5.0
978,5.0,68.0,3.0
979,232.0,374.0,4.0
980,84.0,641.0,4.0
981,109.0,37.0,3.0
982,183.0,521.0,3.0
983,98.0,872.0,1.0
984,12.0,417.0,2.0
985,200.0,517.0,4.0
986,12.0,857.0,1.0
987,213.0,130.0,3.0
988,295.0,227.0,4.0
989,221.0,86.0,3.0
990,278.0,724.0,4.0
991,216.0,181.0,2.0
992,84.0,432.0,3.0
